ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,region,notes
60706,Valery Viktorovich Kiriyenko,M,28.0,170.0,65.0,Russia,RUS,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 20 kilometres,,Russia,
78091,Szilvia Mednynszki,F,25.0,170.0,60.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",,Hungary,
77022,Edith May Mayne (-Peacock),F,22.0,,,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Women's 400 metres Freestyle,,UK,
56403,Darja Jurlova,F,21.0,168.0,62.0,Estonia,EST,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,,Estonia,
98957,"Adriaan ""Andr"" Rasenberg",M,22.0,,,Netherlands,NED,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Lightweight,,Netherlands,
81838,"Gregory Eugene ""Greg"" Morava",M,25.0,193.0,95.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Men's Handball,,USA,
38404,Gao Han,F,21.0,171.0,54.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 100 metres,,China,
79522,"Dietmar ""Dieter"" Mietz",M,28.0,176.0,72.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,,Germany,
4735,"Elizabeth ""Liz"" Appleby (-Levin)",F,17.0,,,Canada,CAN,1976 Winter,1976,Winter,Innsbruck,Speed Skating,"Speed Skating Women's 1,000 metres",,Canada,
132421,Yan Yinhua,F,20.0,167.0,61.0,China,CHN,1988 Summer,1988,Summer,Seoul,Cycling,"Cycling Women's Road Race, Individual",,China,
116407,Cornelia Sulzer,F,24.0,,,Austria,AUT,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,,Austria,
97605,Daniel Scott Purvis,M,21.0,168.0,63.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,,UK,
49483,Barry Holmes,M,21.0,165.0,63.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Diving,Diving Men's Platform,,Australia,
121329,Linnea Maria Torstenson,F,25.0,186.0,82.0,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,,Sweden,
46246,Sara Harstick,F,22.0,178.0,66.0,Germany,GER,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Freestyle,,Germany,
13082,Fabio Bonacina,M,28.0,,,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Floor Exercise,,Italy,
8308,Bartomiej Bartnicki,M,23.0,186.0,99.0,Poland,POL,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Heavyweight, Freestyle",,Poland,
41307,Jess Gmez Portugal Montenegro,M,39.0,158.0,57.0,Mexico,MEX,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,Mexico,
114520,Josef Staudinger,M,25.0,173.0,,Austria,AUT,1932 Summer,1932,Summer,Los Angeles,Diving,Diving Men's Springboard,,Austria,
15421,Ren Brossy,M,21.0,,,France,FRA,1928 Summer,1928,Summer,Amsterdam,Cycling,"Cycling Men's Road Race, Team",,France,
86875,Sara Maria Evelina Nordenstam,F,25.0,169.0,70.0,Norway,NOR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Breaststroke,Bronze,Norway,
55139,Claes Edvin Johanson,M,27.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Middleweight A, Greco-Roman",Gold,Sweden,
84250,Eduardo Njera,M,20.0,171.0,61.0,Ecuador,ECU,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Pommelled Horse,,Ecuador,
72219,Wendy Lumby,F,21.0,155.0,51.0,Great Britain,GBR,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Women's Combined,,UK,
99782,Heiko Reinemer,M,23.0,170.0,72.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Individual All-Around,,Germany,
105934,Chatchai Sasakul (-Singwangcha),M,18.0,156.0,48.0,Thailand,THA,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Flyweight,,Thailand,
133205,George L. Young,M,23.0,175.0,67.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 3,000 metres Steeplechase",,USA,
17261,"John Peter ""Jack"" Caffery",M,28.0,,,Canada,CAN,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Marathon,,Canada,
102878,Einar Rothman,M,20.0,,,Sweden,SWE,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 10 mile Walk,,Sweden,
56019,Pentti Jaakko Jouppila,M,24.0,187.0,100.0,Finland,FIN,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Shot Put,,Finland,
75918,"Mirdza Bianca Martinsone (-Brzia, -Turis)",F,19.0,,,Latvia,LAT,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Alpine Skiing,Alpine Skiing Women's Combined,,Latvia,
55246,Lars Magnus Peter Johansson,M,20.0,181.0,71.0,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Figure Skating,Figure Skating Men's Singles,,Sweden,
70018,Carlos Daniel Linares Zambrano,M,20.0,180.0,80.0,Venezuela,VEN,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Omnium,,Venezuela,
105432,Ippolito Sanfratello,M,32.0,180.0,77.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Speed Skating,"Speed Skating Men's 1,500 metres",,Italy,
45836,Christilot Hanson-Boylen,F,21.0,163.0,52.0,Canada,CAN,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Dressage, Team",,Canada,
73613,Erika Mahringer (-Spie),F,27.0,,,Austria,AUT,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Women's Slalom,,Austria,
23903,Nicoleen Cronje,F,21.0,168.0,53.0,South Africa,RSA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 20 kilometres Walk,,South Africa,
25453,Dashtserengiin Saintsetseg,F,17.0,166.0,54.0,Mongolia,MGL,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,,Mongolia,
132547,Yang Wei,M,28.0,160.0,54.0,China,CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Pommelled Horse,,China,
114904,Knut Stenborg,M,22.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 200 metres,,Sweden,
35882,Lars Flora,M,24.0,180.0,73.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,,USA,
131023,Brett Howard Winslow,M,28.0,195.0,91.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Men's Volleyball,,USA,
104026,Alberto Enrique Sabbione Glerean,M,28.0,183.0,74.0,Argentina,ARG,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,,Argentina,
73624,Lucianne Barroncas Maia,F,28.0,169.0,64.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,,Brazil,
33619,Marco Fabbri,M,26.0,164.0,,Italy,ITA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,,Italy,
19941,Pierre Charpentier,M,35.0,,,France,FRA,1924 Winter,1924,Winter,Chamonix,Ice Hockey,Ice Hockey Men's Ice Hockey,,France,
93223,Giuseppe Perentin,M,22.0,170.0,,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Swimming,"Swimming Men's 1,500 metres Freestyle",,Italy,
62723,Nataliya Korabelnikova,F,20.0,164.0,53.0,Kyrgyzstan,KGZ,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,,Kyrgyzstan,
82282,Rory Michael Morrish,M,38.0,175.0,68.0,Ireland,IRL,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,,Ireland,
21814,Kelly Clark,F,26.0,163.0,61.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Women's Halfpipe,Bronze,USA,
85425,Heike Neu,F,19.0,178.0,78.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Eights,,Germany,
116685,Izidor uteri,M,32.0,185.0,80.0,Slovenia,SLO,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Men's Parallel Giant Slalom,,Slovenia,
132038,Xing Aowei,M,22.0,171.0,64.0,China,CHN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,,China,
10178,Mervyn Bennett,M,31.0,179.0,70.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",,Australia,
133684,Pawe Lech Zagumny,M,30.0,200.0,88.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,,Poland,
112990,Viktor Solovyov,M,,,,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 100 metres Backstroke,,Russia,
112515,Volodymyr Viktorovych Smyrnov,M,26.0,185.0,78.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Foil, Individual",Gold,Russia,
13770,Pierre-Ambroise Bosse,M,24.0,185.0,68.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,,France,
94568,Fabrice Piazzini,M,22.0,179.0,71.0,Switzerland,SUI,1988 Winter,1988,Winter,Calgary,Ski Jumping,"Ski Jumping Men's Large Hill, Team",,Switzerland,
125999,Mnica Vergara Rubio,F,21.0,158.0,51.0,Mexico,MEX,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,,Mexico,
83140,Robert Mller,M,21.0,172.0,85.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,,Germany,
76077,"Lonard ""Lon"" Mascaux",M,,,,France,FRA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 5,000 metres",,France,
118150,Erkki Olavi Talosela,M,31.0,168.0,64.5,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",,Finland,
89044,Miro Oman,M,28.0,,,Yugoslavia,YUG,1964 Winter,1964,Winter,Innsbruck,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",,Serbia,Yugoslavia
71924,L Yang,F,22.0,183.0,77.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,,China,
129223,George G. Weedon,M,32.0,,,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Pommelled Horse,,UK,
4417,Alfred Heacock Annan,M,29.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Golf,Golf Men's Individual,,USA,
134154,Olga Alekseyevna Zaytseva (-Augustin),F,27.0,168.0,66.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 10 kilometres Pursuit,,Russia,
36552,"Cameron Matthew ""Cam"" Fowler",M,22.0,185.0,94.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,,USA,
58956,Martti Einar Ketel,M,27.0,178.0,69.0,Finland,FIN,1972 Summer,1972,Summer,Munich,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze,Finland,
37327,Christof Frommelt,M,29.0,,,Liechtenstein,LIE,1948 Winter,1948,Winter,Sankt Moritz,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,,Liechtenstein,
86941,Ulf Anders Norling,M,20.0,181.0,70.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 100 metres Medley Relay,,Sweden,
125745,"Magdalena Johanna Maria ""Marleen"" Veldhuis",F,25.0,182.0,67.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 50 metres Freestyle,,Netherlands,
81874,Aleksandr Pavlovich Mordovin,M,39.0,,,Russia,RUS,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's Sabre, Team",,Russia,
133570,douard mile Gustave Yves,M,40.0,,,Belgium,BEL,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's Sabre, Team",,Belgium,
118403,Megumi Taneda,F,21.0,162.0,57.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Breaststroke,,Japan,
93291,Claudio Prez,M,23.0,170.0,58.0,Venezuela,VEN,1980 Summer,1980,Summer,Moskva,Cycling,Cycling Men's 100 kilometres Team Time Trial,,Venezuela,
14387,Esteban Boza Dibos,M,29.0,170.0,78.0,Peru,PER,1996 Summer,1996,Summer,Atlanta,Shooting,Shooting Men's Skeet,,Peru,
74510,Johanna Katriina Manninen,F,24.0,170.0,58.0,Finland,FIN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 200 metres,,Finland,
57468,Pavlos Karangonidis,M,,,,"Large boat, Central Naval Prep School ""Poros""-1",GRE,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Gold,Greece,
16819,Frank Busemann,M,21.0,191.0,80.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,Silver,Germany,
104879,Nino Salukvadze (-Machavariani),F,39.0,168.0,58.0,Georgia,GEO,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Women's Air Pistol, 10 metres",Bronze,Georgia,
103457,Alberts Rumba,M,31.0,,,Latvia,LAT,1924 Winter,1924,Winter,Chamonix,Speed Skating,"Speed Skating Men's 10,000 metres",,Latvia,
106385,Michel Saykali,M,28.0,175.0,72.0,Lebanon,LIB,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's epee, Team",,Lebanon,
114783,Heinz Steinberger,M,17.0,,,Austria,AUT,1976 Winter,1976,Winter,Innsbruck,Speed Skating,Speed Skating Men's 500 metres,,Austria,
97083,Carl Harvie Probert,M,20.0,185.0,83.0,Fiji,FIJ,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Freestyle,,Fiji,
115198,"Eduard Peter Nicolaas ""Eddy"" Stibbe",M,23.0,185.0,87.0,Netherlands,NED,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",,Netherlands,
7207,Ibrahima Bald,M,23.0,188.0,80.0,Senegal,SEN,2012 Summer,2012,Summer,London,Football,Football Men's Football,,Senegal,
128778,Steve Warner,M,26.0,190.0,72.0,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,,USA,
28567,Giorgos Dimitriadis,M,23.0,176.0,67.0,Cyprus,CYP,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Individual Medley,,Cyprus,
15372,Brandon Brooks,M,27.0,198.0,111.0,United States,USA,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Silver,USA,
66758,Daniela Greluis Larreal Chirinos,F,39.0,170.0,75.0,Venezuela,VEN,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Keirin,,Venezuela,
40803,Gerrit Glomser,M,25.0,183.0,67.0,Austria,AUT,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Road Race, Individual",,Austria,
96893,Boris Preti,M,24.0,168.0,66.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Pommelled Horse,,Italy,
9024,Alfred Ernest Beamish,M,40.0,,,Great Britain-2,GBR,1920 Summer,1920,Summer,Antwerpen,Tennis,Tennis Mixed Doubles,,UK,
127253,Oleksandr Viktorovych Volynets,M,29.0,200.0,85.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 50 metres Freestyle,,Ukraine,
46112,Bryan Leslie Harper,M,,,,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",,Australia,
38129,Magnus Lars Olof Gllerdal,M,25.0,181.0,70.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",,Sweden,
102146,Fritz Rll,M,57.0,,,Germany,GER,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",,Germany,
83670,Yvonne Musik,F,18.0,163.0,48.0,Germany,GER,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Balance Beam,,Germany,
131187,Krzysztof Wikomirski,M,23.0,172.0,73.0,Poland,POL,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Lightweight,,Poland,
59841,Kim Dong-Hwa,M,24.0,165.0,58.0,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Team All-Around,,South Korea,
130305,Jeremias Wigger,M,22.0,180.0,75.0,Switzerland,SUI,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,,Switzerland,
45755,Jrgen Wagner Hansen,M,26.0,,,Denmark,DEN,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,,Denmark,
131454,"Christopher W. T. ""Chris"" Woo",M,18.0,178.0,75.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 100 metres Breaststroke,,USA,
126365,Jean-Pierre Andr Vidal,M,24.0,175.0,80.0,France,FRA,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Slalom,Gold,France,
100032,"Robert Peter ""Robbie"" Renwick",M,20.0,184.0,80.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,,UK,
74307,Graziano Mancinelli,M,39.0,175.0,77.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Jumping, Team",,Italy,
129423,"Kurt ""Kutti"" Wei",M,30.0,177.0,85.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Silver,Germany,
22408,Rodolfo Anibal Collazo Tourn,M,25.0,177.0,71.0,Uruguay,URU,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,,Uruguay,
124734,Britany van Lange,F,15.0,180.0,68.0,Guyana,GUY,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Freestyle,,Guyana,
79392,Ernesto Federico Michel,M,25.0,200.0,101.0,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Men's Basketball,,Argentina,
76360,Aneta Matei (Sieburg-),F,28.0,157.0,48.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Fours,,Romania,
103070,"James William George ""Bill"" Roycroft",M,49.0,188.0,72.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",,Australia,
17387,Allison Margaret Calder (-Riach),F,16.0,168.0,56.0,New Zealand,NZL,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 400 metres Freestyle,,New Zealand,
69168,"Lynn Thurber ""Buck"" Levy",M,24.0,,,United States,USA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,,USA,
76714,Werner Mattle,M,22.0,183.0,70.0,Switzerland,SUI,1972 Winter,1972,Winter,Sapporo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Bronze,Switzerland,
11052,Iosyp Iosypovych Betsa,M,27.0,,,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Football,Football Men's Football,Gold,Russia,
54468,Rudolf Jeny (Jeney),M,23.0,,,Hungary,HUN,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,,Hungary,
116012,Colin Andrew Sturgess,M,19.0,180.0,77.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",,UK,
68942,Brigitte Lesage,F,32.0,192.0,78.0,France,FRA,1996 Summer,1996,Summer,Atlanta,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,,France,
96688,Enrico Pozzo,M,27.0,169.0,70.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,,Italy,
113748,Heath Spence,M,33.0,180.0,102.0,Australia,AUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Two,,Australia,
58840,Gilbert John Crawford Kerr (Crawford-Kerr-),M,22.0,,,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's High Jump,,UK,
67559,"James Gilbert ""Jim"" Lea, Jr.",M,24.0,183.0,68.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 400 metres,,USA,
11289,Dariusz Edward Biakowski,M,30.0,185.0,91.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,Poland,
1893,Thamer Al-Enazy,M,22.0,,,Kuwait,KUW,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,,Kuwait,
25937,Daisy De Bock,F,30.0,167.0,56.0,Belgium,BEL,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Women's Air Rifle, 10 metres",,Belgium,
79803,Emil Ivanov Milev,M,48.0,178.0,84.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",,USA,
82723,Henry Moyo,M,24.0,,,Malawi,MAW,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 5,000 metres",,Malawi,
128969,Jean Watson,F,27.0,170.0,60.0,Great Britain,GBR,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,,UK,
38730,Jason John Gardener,M,28.0,176.0,75.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,,UK,
69271,Gia Gerisha Lewis-Smallwood,F,33.0,183.0,93.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Discus Throw,,USA,
95573,Thomas Pck,M,20.0,184.0,94.0,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,,Austria,
3380,"Antonio ""Antonino"" Ambu",M,28.0,165.0,55.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Marathon,,Italy,
33347,Rubn Siderico Etchebarne Cuestas,M,28.0,177.0,77.0,Uruguay,URU,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",,Uruguay,
97633,Rina Dewi Puspitasari,F,18.0,167.0,50.0,Indonesia,INA,2004 Summer,2004,Summer,Athina,Archery,Archery Women's Individual,,Indonesia,
70965,Ryan Steven Lochte,M,24.0,188.0,88.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 400 metres Individual Medley,Bronze,USA,
50734,Dumitru Hubert,M,32.0,180.0,,Romania,ROU,1932 Winter,1932,Winter,Lake Placid,Bobsleigh,Bobsleigh Men's Four,,Romania,
68766,Fernando Lon Boissier,M,34.0,180.0,72.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Multihull,,Spain,
107112,"Helene Hermine ""Leni"" Schmidt (-Fischer)",F,21.0,169.0,60.0,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,Germany,
27859,Ronald Desruelles,M,21.0,186.0,81.0,Belgium,BEL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Long Jump,,Belgium,
121886,Matthias Triantafyllidis,M,,,,Greece,GRE,1906 Summer,1906,Summer,Athina,Shooting,"Shooting Men's Military Revolver, 1873-1874 Gras Model, 20 metres",,Greece,
54139,Roman Jemnek,M,29.0,186.0,85.0,Czech Republic,CZE,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Men's epee, Individual",,Czech Republic,
115584,Petar Raychev Stoychev,M,35.0,193.0,90.0,Bulgaria,BUL,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 10 kilometres Open Water,,Bulgaria,
6936,Dionne Estelle Bainbridge (-Coluccio),F,18.0,,,New Zealand,NZL,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Freestyle,,New Zealand,
83539,Michael Andrew Murphy,M,18.0,178.0,77.0,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Diving,Diving Men's Springboard,,Australia,
76386,Samuel Matete,M,20.0,183.0,81.0,Zambia,ZAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,,Zambia,
63797,Sndor Krasznai (Krmer-),M,23.0,188.0,88.0,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Javelin Throw,,Hungary,
9349,Ludger Beerbaum,M,44.0,190.0,85.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Individual",,Germany,
12083,"Robert Bowlby ""Rob"" Blake",M,36.0,193.0,102.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,,Canada,
106610,Peter Scharf,M,26.0,176.0,80.0,West Germany,FRG,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,,Germany,
